PVSYST v6.42
;File;File date;Description
Project;San Francisco_Project.PRJ;08/03/16 10h02;San Francisco;
Geographical Site;San Francisco_MN71.SIT;08/03/16 10h02;San Francisco;United States;North_America;;
Meteo data;San Francisco_MN71_Synthetic.MET;00/00/00 00h00;San Francisco;MeteoNorm;Synthetic;
Simulation variant;San Francisco_Project.VC0;00/00/00 00h00;Test 1 - Basic;
Simulation date;;08/03/16 20h51

Simulation:;Hourly values; from 01/01/90; to 31/12/90

date;HSol;AzSol;AngInc;AngProf;PlTilt;PlAzim;PhiAng;DiffHor;BeamHor;GlobHor;T Amb;GlobInc;BeamInc;DifSInc;Alb Inc;GlobIAM;GlobEff;BeamEff;DiffEff;Alb_Eff
    ;�;�;�;�;�;�;�;W/m�;W/m�;W/m�;캜;W/m�;W/m�;W/m�;W/m�;W/m�;W/m�;W/m�;W/m�;W/m�

01/01/90 00:00;0;0;90;0;0;0;0;0;0;0;10.77;0;0;0;0;0;0;0;0;0
01/01/90 01:00;0;0;90;0;0;0;0;0;0;0;12.35;0;0;0;0;0;0;0;0;0
01/01/90 02:00;0;0;90;0;0;0;0;0;0;0;12.07;0;0;0;0;0;0;0;0;0
01/01/90 03:00;0;0;90;0;0;0;0;0;0;0;12.03;0;0;0;0;0;0;0;0;0
01/01/90 04:00;0;0;90;0;0;0;0;0;0;0;11.96;0;0;0;0;0;0;0;0;0
01/01/90 05:00;0;0;90;0;0;0;0;0;0;0;11.93;0;0;0;0;0;0;0;0;0
01/01/90 06:00;0;0;90;0;0;0;0;0;0;0;11.77;0;0;0;0;0;0;0;0;0
01/01/90 07:00;2.8016;-58.089;40.65;3.2994;60;-90;-60;1.3981;0;1.3981;11.86;-0.0306;0;-0.1005;0.0699;0;0;0;0;0
01/01/90 08:00;10.044;-50.623;41.724;12.905;60;-90;-60;20.695;0;20.695;12.06;11.629;0;10.594;1.0348;11.124;11.124;0;10.09;1.0348
01/01/90 09:00;18.446;-39.294;47.275;27.776;60;-90;-60;43.397;0.0089;43.406;12.24;29.963;0.0191;27.773;2.1703;28.64;28.64;0.0187;26.451;2.1703
01/01/90 10:00;24.88;-26.123;54.541;46.487;43.513;-90;-43.513;64.8;0;64.8;12.42;53.742;0;51.962;1.7806;51.268;51.268;0;49.488;1.7806
01/01/90 11:00;28.698;-11.234;59.357;70.411;19.589;-90;-19.589;84.403;0.0036;84.406;12.73;80.33;0.0038;79.837;0.4885;76.529;76.529;0.0036;76.036;0.4885
01/01/90 12:00;29.392;4.5623;60.287;81.962;8.0378;90;8.0378;83.297;0.0037;83.301;12.87;82.1;0.0037;82.014;0.0818;78.195;78.195;0.0035;78.11;0.0818
01/01/90 13:00;26.857;19.976;56.978;55.996;34.004;90;34.004;72.797;0.0013;72.799;12.89;64.52;0.0015;63.273;1.2449;61.507;61.507;0.0015;60.261;1.2449
01/01/90 14:00;21.458;33.929;50.554;35.154;54.846;90;54.846;55.499;0.1001;55.599;12.89;41.666;0.1738;39.133;2.3586;39.798;39.798;0.1688;37.27;2.3586
01/01/90 15:00;13.815;46.02;43.569;18.866;60;90;60;31.701;0;31.701;12.67;20.479;0;18.894;1.5851;19.579;19.579;0;17.994;1.5851
01/01/90 16:00;4.8788;56.092;40.654;5.8721;60;90;60;4.6983;0;4.6983;12.31;0.4145;0;0.1796;0.2349;0;0;0;0;0
01/01/90 17:00;0;0;90;0;0;0;0;0;0;0;11.8;0;0;0;0;0;0;0;0;0
01/01/90 18:00;0;0;90;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
01/01/90 19:00;0;0;90;0;0;0;0;0;0;0;11.65;0;0;0;0;0;0;0;0;0
01/01/90 20:00;0;0;90;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
01/01/90 21:00;0;0;90;0;0;0;0;0;0;0;11.16;0;0;0;0;0;0;0;0;0
01/01/90 22:00;0;0;90;0;0;0;0;0;0;0;11.19;0;0;0;0;0;0;0;0;0
01/01/90 23:00;0;0;90;0;0;0;0;0;0;0;11.26;0;0;0;0;0;0;0;0;0
01/02/90 00:00;0;0;90;0;0;0;0;0;0;0;10.98;0;0;0;0;0;0;0;0;0
01/02/90 01:00;0;0;90;0;0;0;0;0;0;0;10.37;0;0;0;0;0;0;0;0;0
01/02/90 02:00;0;0;90;0;0;0;0;0;0;0;10.63;0;0;0;0;0;0;0;0;0
01/02/90 03:00;0;0;90;0;0;0;0;0;0;0;10.74;0;0;0;0;0;0;0;0;0
01/02/90 04:00;0;0;90;0;0;0;0;0;0;0;10.62;0;0;0;0;0;0;0;0;0
01/02/90 05:00;0;0;90;0;0;0;0;0;0;0;10.61;0;0;0;0;0;0;0;0;0
01/02/90 06:00;0;0;90;0;0;0;0;0;0;0;10.52;0;0;0;0;0;0;0;0;0
01/02/90 07:00;2.7906;-58.231;40.558;3.2814;60;-90;-60;1.4956;0;1.4956;10.58;-0.0264;0;-0.1012;0.0748;0;0;0;0;0
01/02/90 08:00;10.046;-50.767;41.605;12.882;60;-90;-60;33.099;0;33.099;11.01;22.047;0;20.392;1.655;21.076;21.076;0;19.421;1.655
01/02/90 09:00;18.47;-39.442;47.137;27.733;60;-90;-60;72.797;0.0988;72.896;11.51;54.622;0.2121;50.765;3.6448;52.201;52.201;0.2072;48.349;3.6448
01/02/90 10:00;24.929;-26.27;54.407;46.401;43.599;-90;-43.599;95.301;0.0951;95.396;11.92;80.841;0.1313;78.079;2.6312;77.119;77.119;0.1266;74.361;2.6312
01/02/90 11:00;28.775;-11.371;59.24;70.252;19.748;-90;-19.748;100.4;0.0029;100.4;12.18;95.68;0.0031;95.087;0.5905;91.153;91.153;0.0029;90.56;0.5905
01/02/90 12:00;29.495;4.4493;60.201;82.191;7.809;90;7.809;101.6;0.0025;101.61;12.36;100.24;0.0025;100.15;0.0942;95.474;95.474;0.0024;95.377;0.0942
01/02/90 13:00;26.98;19.895;56.927;56.24;33.76;90;33.76;93.699;0.1039;93.803;12.46;83.92;0.125;82.213;1.5818;80.001;80.001;0.1198;78.299;1.5818
01/02/90 14:00;21.593;33.879;50.53;35.375;54.625;90;54.625;72.098;0.0017;72.1;12.45;55.399;0.0029;52.36;3.0359;52.906;52.906;0.0028;49.867;3.0359
01/02/90 15:00;13.955;45.996;43.521;19.059;60;90;60;42.593;0;42.593;12.29;29.383;0;27.253;2.1297;28.085;28.085;0;25.955;2.1297
01/02/90 16:00;4.8568;56.249;40.552;5.835;60;90;60;6.3027;0.005;6.3077;11.93;0.9569;0.0445;0.5971;0.3154;0;0;0;0;0
01/02/90 17:00;0;0;90;0;0;0;0;0;0;0;11.79;0;0;0;0;0;0;0;0;0
01/02/90 18:00;0;0;90;0;0;0;0;0;0;0;11.64;0;0;0;0;0;0;0;0;0
01/02/90 19:00;0;0;90;0;0;0;0;0;0;0;11.36;0;0;0;0;0;0;0;0;0
01/02/90 20:00;0;0;90;0;0;0;0;0;0;0;11.51;0;0;0;0;0;0;0;0;0
01/02/90 21:00;0;0;90;0;0;0;0;0;0;0;11.39;0;0;0;0;0;0;0;0;0
01/02/90 22:00;0;0;90;0;0;0;0;0;0;0;10.89;0;0;0;0;0;0;0;0;0
01/02/90 23:00;0;0;90;0;0;0;0;0;0;0;9.75;0;0;0;0;0;0;0;0;0
01/03/90 00:00;0;0;90;0;0;0;0;0;0;0;11.08;0;0;0;0;0;0;0;0;0
01/03/90 01:00;0;0;90;0;0;0;0;0;0;0;11.03;0;0;0;0;0;0;0;0;0
01/03/90 02:00;0;0;90;0;0;0;0;0;0;0;10.73;0;0;0;0;0;0;0;0;0
01/03/90 03:00;0;0;90;0;0;0;0;0;0;0;9.9098;0;0;0;0;0;0;0;0;0
01/03/90 04:00;0;0;90;0;0;0;0;0;0;0;10.52;0;0;0;0;0;0;0;0;0
01/03/90 05:00;0;0;90;0;0;0;0;0;0;0;10.93;0;0;0;0;0;0;0;0;0
01/03/90 06:00;0;0;90;0;0;0;0;0;0;0;10.92;0;0;0;0;0;0;0;0;0
01/03/90 07:00;2.7851;-58.378;40.459;3.2697;60;-90;-60;1.4956;0;1.4956;10.98;-0.0281;0;-0.1029;0.0748;0;0;0;0;0
01/03/90 08:00;10.053;-50.916;41.48;12.866;60;-90;-60;31.701;0;31.701;11.47;20.734;0;19.149;1.5851;19.822;19.822;0;18.237;1.5851
01/03/90 09:00;18.499;-39.593;46.994;27.698;60;-90;-60;44.3;0.0005;44.3;11.7;30.632;0.0011;28.416;2.215;29.279;29.279;0.0011;27.063;2.215
01/03/90 10:00;24.985;-26.42;54.268;46.323;43.677;-90;-43.677;69.202;0.0036;69.206;12.08;57.504;0.005;55.584;1.9153;54.858;54.858;0.0048;52.938;1.9153
01/03/90 11:00;28.859;-11.508;59.116;70.099;19.901;-90;-19.901;99.197;0.1008;99.298;12.5;94.571;0.1072;93.871;0.593;90.097;90.097;0.1021;89.402;0.593
01/03/90 12:00;29.605;4.3376;60.108;82.418;7.5822;90;7.5822;113.29;0;113.29;12.88;111.86;0;111.76;0.0991;106.54;106.54;0;106.44;0.0991
01/03/90 13:00;27.109;19.816;56.869;56.487;33.513;90;33.513;126.4;0;126.4;13.19;114.49;0;112.39;2.1012;109.14;109.14;0;107.04;2.1012
01/03/90 14:00;21.734;33.834;50.499;35.601;54.399;90;54.399;89.803;0.0007;89.803;13.28;70.926;0.0011;67.172;3.7526;67.728;67.728;0.0011;63.974;3.7526
01/03/90 15:00;14.101;45.977;43.466;19.257;60;90;60;58.997;0;58.997;13.22;44.453;0;41.503;2.9498;42.477;42.477;0;39.527;2.9498
01/03/90 16:00;5.0035;56.25;40.453;6.0108;60;90;60;9.1006;0.0033;9.1039;12.76;2.198;0.0286;1.7142;0.4552;0;0;0;0;0
01/03/90 17:00;0;0;90;0;0;0;0;0;0;0;12.54;0;0;0;0;0;0;0;0;0
01/03/90 18:00;0;0;90;0;0;0;0;0;0;0;12.38;0;0;0;0;0;0;0;0;0
01/03/90 19:00;0;0;90;0;0;0;0;0;0;0;12.11;0;0;0;0;0;0;0;0;0
01/03/90 20:00;0;0;90;0;0;0;0;0;0;0;11.84;0;0;0;0;0;0;0;0;0
01/03/90 21:00;0;0;90;0;0;0;0;0;0;0;11.58;0;0;0;0;0;0;0;0;0
01/03/90 22:00;0;0;90;0;0;0;0;0;0;0;11.31;0;0;0;0;0;0;0;0;0
01/03/90 23:00;0;0;90;0;0;0;0;0;0;0;11.04;0;0;0;0;0;0;0;0;0
01/04/90 00:00;0;0;90;0;0;0;0;0;0;0;10.13;0;0;0;0;0;0;0;0;0
01/04/90 01:00;0;0;90;0;0;0;0;0;0;0;9.15;0;0;0;0;0;0;0;0;0
01/04/90 02:00;0;0;90;0;0;0;0;0;0;0;8.1699;0;0;0;0;0;0;0;0;0
01/04/90 03:00;0;0;90;0;0;0;0;0;0;0;7.6398;0;0;0;0;0;0;0;0;0
01/04/90 04:00;0;0;90;0;0;0;0;0;0;0;7.1101;0;0;0;0;0;0;0;0;0
01/04/90 05:00;0;0;90;0;0;0;0;0;0;0;6.7398;0;0;0;0;0;0;0;0;0
01/04/90 06:00;0;0;90;0;0;0;0;0;0;0;6.3601;0;0;0;0;0;0;0;0;0
01/04/90 07:00;2.785;-58.529;40.354;3.2643;60;-90;-60;4.0968;0;4.0968;6.4002;0.4938;0;0.2889;0.2048;0;0;0;0;0
01/04/90 08:00;10.067;-51.069;41.348;12.856;60;-90;-60;79.1;47.704;126.8;7.93;333.59;204.88;122.37;6.3402;324.36;324.36;201.47;116.54;6.3402
01/04/90 09:00;18.535;-39.748;46.846;27.671;60;-90;-60;62.599;208.79;271.39;9.6601;562.24;449.24;99.431;13.57;547.13;547.13;438.86;94.697;13.57
01/04/90 10:00;25.047;-26.571;54.122;46.253;43.747;-90;-43.747;63.298;344.8;408.1;11.38;572.05;477.3;83.416;11.329;551.22;551.22;460.45;79.444;11.329
01/04/90 11:00;28.95;-11.646;58.985;69.952;20.048;-90;-20.048;55.002;429.6;484.6;12.78;521.5;457.31;61.249;2.9363;497.07;497.07;435.8;58.333;2.9363
01/04/90 12:00;29.722;4.2274;60.007;82.643;7.3575;90;7.3575;60.598;430.2;490.8;13.72;497.15;433.77;62.978;0.4041;472.46;472.46;412.07;59.98;0.4041
01/04/90 13:00;27.245;19.742;56.804;56.736;33.264;90;33.264;67.397;388.3;455.7;14.24;551.32;464.39;79.457;7.4666;528.34;528.34;445.2;75.674;7.4666
01/04/90 14:00;21.88;33.793;50.461;35.83;54.17;90;54.17;48.203;314.1;362.3;14.31;618.16;536.57;66.567;15.022;599.67;599.67;521.25;63.398;15.022
01/04/90 15:00;14.251;45.964;43.405;19.459;60;90;60;111;108.5;219.5;13.71;488.61;320.22;157.42;10.975;475.09;475.09;314.19;149.93;10.975
01/04/90 16:00;5.1543;56.256;40.347;6.1911;60;90;60;35.5;0.0053;35.505;12.39;39.599;0.0447;37.779;1.7753;37.799;37.799;0.044;35.98;1.7753
01/04/90 17:00;0;0;90;0;0;0;0;0;0;0;11.77;0;0;0;0;0;0;0;0;0
01/04/90 18:00;0;0;90;0;0;0;0;0;0;0;11.14;0;0;0;0;0;0;0;0;0
01/04/90 19:00;0;0;90;0;0;0;0;0;0;0;10.51;0;0;0;0;0;0;0;0;0
01/04/90 20:00;0;0;90;0;0;0;0;0;0;0;9.8898;0;0;0;0;0;0;0;0;0
01/04/90 21:00;0;0;90;0;0;0;0;0;0;0;9.26;0;0;0;0;0;0;0;0;0
01/04/90 22:00;0;0;90;0;0;0;0;0;0;0;8.6301;0;0;0;0;0;0;0;0;0
01/04/90 23:00;0;0;90;0;0;0;0;0;0;0;7.9999;0;0;0;0;0;0;0;0;0
01/05/90 00:00;0;0;90;0;0;0;0;0;0;0;7.6901;0;0;0;0;0;0;0;0;0
01/05/90 01:00;0;0;90;0;0;0;0;0;0;0;7.4399;0;0;0;0;0;0;0;0;0
01/05/90 02:00;0;0;90;0;0;0;0;0;0;0;7.1898;0;0;0;0;0;0;0;0;0
01/05/90 03:00;0;0;90;0;0;0;0;0;0;0;7.0999;0;0;0;0;0;0;0;0;0
01/05/90 04:00;0;0;90;0;0;0;0;0;0;0;7.01;0;0;0;0;0;0;0;0;0
01/05/90 05:00;0;0;90;0;0;0;0;0;0;0;6.9699;0;0;0;0;0;0;0;0;0
01/05/90 06:00;0;0;90;0;0;0;0;0;0;0;6.9298;0;0;0;0;0;0;0;0;0
01/05/90 07:00;2.7904;-58.685;40.242;3.2652;60;-90;-60;11.101;0.0023;11.104;7.2401;5.5645;0.0354;4.9739;0.5552;0;0;0;0;0
01/05/90 08:00;10.086;-51.225;41.21;12.853;60;-90;-60;63.9;5.0947;68.995;7.9598;91.38;21.885;66.046;3.4497;87.875;87.875;21.525;62.901;3.4497
01/05/90 09:00;18.577;-39.906;46.692;27.65;60;-90;-60;135.7;32.107;167.8;8.9702;217.78;69.128;140.26;8.3902;209.52;209.52;67.545;133.58;8.3902
01/05/90 10:00;25.116;-26.725;53.971;46.19;43.81;-90;-43.81;155.5;202.8;358.3;10.58;466.02;281.03;175.01;9.974;447.85;447.85;271.2;166.68;9.974
01/05/90 11:00;29.048;-11.784;58.848;69.812;20.188;-90;-20.188;148.2;387.5;535.7;12.37;574.61;412.87;158.45;3.2911;547.8;547.8;393.61;150.91;3.2911
01/05/90 12:00;29.845;4.1187;59.898;82.865;7.1353;90;7.1353;159.7;322.5;482.2;13.38;488.44;325.02;163.04;0.3734;464.52;464.52;308.87;155.28;0.3734
01/05/90 13:00;27.387;19.67;56.732;56.986;33.014;90;33.014;137.9;0.1047;138.01;12.72;125.78;0.1248;123.43;2.2282;119.9;119.9;0.1197;117.55;2.2282
01/05/90 14:00;22.031;33.757;50.416;36.064;53.936;90;53.936;37.7;0;37.7;11.77;27.665;0;26.115;1.5506;26.422;26.422;0;24.871;1.5506
01/05/90 15:00;14.407;45.956;43.337;19.665;60;90;60;17.697;0.1041;17.801;10.96;10.825;0.3042;9.6307;0.8901;10.361;10.361;0.2985;9.1722;0.8901
01/05/90 16:00;5.1443;56.431;40.225;6.1667;60;90;60;5.2998;0;5.2998;10.27;0.6348;0;0.3698;0.265;0;0;0;0;0
01/05/90 17:00;0.0635;61.153;89.937;0.1316;0;0;0;0;0;0;9.9802;0;0;0;0;0;0;0;0;0
01/05/90 18:00;0;0;90;0;0;0;0;0;0;0;9.6801;0;0;0;0;0;0;0;0;0
01/05/90 19:00;0;0;90;0;0;0;0;0;0;0;9.3801;0;0;0;0;0;0;0;0;0
01/05/90 20:00;0;0;90;0;0;0;0;0;0;0;9.0899;0;0;0;0;0;0;0;0;0
01/05/90 21:00;0;0;90;0;0;0;0;0;0;0;8.7899;0;0;0;0;0;0;0;0;0
01/05/90 22:00;0;0;90;0;0;0;0;0;0;0;8.4899;0;0;0;0;0;0;0;0;0
01/05/90 23:00;0;0;90;0;0;0;0;0;0;0;8.2002;0;0;0;0;0;0;0;0;0
01/06/90 00:00;0;0;90;0;0;0;0;0;0;0;7.6202;0;0;0;0;0;0;0;0;0
01/06/90 01:00;0;0;90;0;0;0;0;0;0;0;7.0202;0;0;0;0;0;0;0;0;0
01/06/90 02:00;0;0;90;0;0;0;0;0;0;0;6.4202;0;0;0;0;0;0;0;0;0
01/06/90 03:00;0;0;90;0;0;0;0;0;0;0;6.11;0;0;0;0;0;0;0;0;0
01/06/90 04:00;0;0;90;0;0;0;0;0;0;0;5.8002;0;0;0;0;0;0;0;0;0
01/06/90 05:00;0;0;90;0;0;0;0;0;0;0;5.5798;0;0;0;0;0;0;0;0;0
01/06/90 06:00;0;0;90;0;0;0;0;0;0;0;5.3702;0;0;0;0;0;0;0;0;0
01/06/90 07:00;2.8013;-58.844;40.123;3.2725;60;-90;-60;1.3006;0;1.3006;5.38;-0.0436;0;-0.1087;0.065;0;0;0;0;0
01/06/90 08:00;10.111;-51.386;41.066;12.857;60;-90;-60;62.696;6.2981;68.995;6.2898;94.488;27.047;63.991;3.4497;91;91;26.606;60.945;3.4497
01/06/90 09:00;18.626;-40.066;46.533;27.637;60;-90;-60;126;131.7;257.71;8.3301;457.39;283.68;160.82;12.885;443.29;443.29;277.25;153.16;12.885
01/06/90 10:00;25.192;-26.88;53.815;46.134;43.866;-90;-43.866;104.9;262.61;367.5;10.09;504.84;364.24;130.34;10.255;486;486;351.61;124.13;10.255
01/06/90 11:00;29.152;-11.922;58.704;69.678;20.322;-90;-20.322;137.1;295.1;432.21;11.5;464.98;314.69;147.6;2.6903;443.4;443.4;300.14;140.57;2.6903
01/06/90 12:00;29.975;4.0116;59.782;83.084;6.9158;90;6.9158;192.2;193.49;385.7;12.22;388.58;194.91;193.39;0.2806;369.75;369.75;185.29;184.18;0.2806
01/06/90 13:00;27.534;19.602;56.652;57.238;32.762;90;32.762;155.7;217.7;373.41;12.67;434.15;258.88;169.33;5.9398;415.49;415.49;248.28;161.27;5.9398
01/06/90 14:00;22.188;33.725;50.365;36.301;53.699;90;53.699;128.8;146.4;275.2;12.67;413.43;247.28;154.92;11.227;399.04;399.04;240.26;147.55;11.227
01/06/90 15:00;14.566;45.953;43.263;19.876;60;90;60;89.299;77.4;166.7;12.1;365.5;224.11;133.06;8.3349;354.99;354.99;219.93;126.72;8.3349
01/06/90 16:00;5.303;56.449;40.105;6.3552;60;90;60;33.101;12.094;45.194;11.07;172.29;100.08;69.946;2.2597;167.42;167.42;98.545;66.616;2.2597
01/06/90 17:00;0.221;61.18;89.779;0.4585;0;0;0;0;0;0;10.02;0;0;0;0;0;0;0;0;0
01/06/90 18:00;0;0;90;0;0;0;0;0;0;0;9.56;0;0;0;0;0;0;0;0;0
01/06/90 19:00;0;0;90;0;0;0;0;0;0;0;9.0899;0;0;0;0;0;0;0;0;0
01/06/90 20:00;0;0;90;0;0;0;0;0;0;0;8.6199;0;0;0;0;0;0;0;0;0
01/06/90 21:00;0;0;90;0;0;0;0;0;0;0;8.1499;0;0;0;0;0;0;0;0;0
01/06/90 22:00;0;0;90;0;0;0;0;0;0;0;7.6901;0;0;0;0;0;0;0;0;0
01/06/90 23:00;0;0;90;0;0;0;0;0;0;0;7.22;0;0;0;0;0;0;0;0;0
01/07/90 00:00;0;0;90;0;0;0;0;0;0;0;6.86;0;0;0;0;0;0;0;0;0
01/07/90 01:00;0;0;90;0;0;0;0;0;0;0;6.4901;0;0;0;0;0;0;0;0;0
01/07/90 02:00;0;0;90;0;0;0;0;0;0;0;6.13;0;0;0;0;0;0;0;0;0
01/07/90 03:00;0;0;90;0;0;0;0;0;0;0;5.9399;0;0;0;0;0;0;0;0;0
01/07/90 04:00;0;0;90;0;0;0;0;0;0;0;5.7601;0;0;0;0;0;0;0;0;0
01/07/90 05:00;0;0;90;0;0;0;0;0;0;0;5.6399;0;0;0;0;0;0;0;0;0
01/07/90 06:00;0;0;90;0;0;0;0;0;0;0;5.51;0;0;0;0;0;0;0;0;0
01/07/90 07:00;2.8178;-59.008;39.997;3.2861;60;-90;-60;1.3981;0;1.3981;5.55;-0.0418;0;-0.1117;0.0699;0;0;0;0;0
01/07/90 08:00;10.142;-51.55;40.916;12.867;60;-90;-60;74.497;37.903;112.4;7.18;282.78;162.65;114.51;5.62;274.7;274.7;160.03;109.05;5.62
01/07/90 09:00;18.68;-40.23;46.369;27.631;60;-90;-60;107.5;117.9;225.4;8.8202;406.76;254;141.49;11.27;394.32;394.32;248.3;134.75;11.27
01/07/90 10:00;25.274;-27.038;53.653;46.086;43.914;-90;-43.914;155.6;157.9;313.5;10.29;403.36;219.19;175.41;8.7659;387.48;387.48;211.66;167.06;8.7659
01/07/90 11:00;29.263;-12.06;58.553;69.55;20.45;-90;-20.45;193.1;163.5;356.6;11.43;373.11;174.49;196.37;2.2473;355.77;355.77;166.5;187.02;2.2473
01/07/90 12:00;30.112;3.9062;59.66;83.301;6.6995;90;6.6995;183.8;205.99;389.79;12.34;393.9;207.41;186.23;0.2662;374.87;374.87;197.25;177.36;0.2662
01/07/90 13:00;27.688;19.537;56.565;57.491;32.509;90;32.509;165.9;203.7;369.6;12.91;426.8;241.55;179.46;5.7913;408.41;408.41;231.71;170.92;5.7913
01/07/90 14:00;22.351;33.698;50.307;36.542;53.458;90;53.458;124.7;166.4;291.1;13.05;441.85;279.47;150.61;11.778;426.78;426.78;271.56;143.44;11.778
01/07/90 15:00;14.731;45.955;43.183;20.091;60;90;60;102.9;45.805;148.7;12.44;271.04;131.35;132.25;7.4351;262.3;262.3;128.91;125.95;7.4351
01/07/90 16:00;5.4656;56.473;39.979;6.5477;60;90;60;32.1;16.801;48.901;11.46;224.58;135.16;86.97;2.445;218.38;218.38;133.1;82.829;2.445
01/07/90 17:00;0.2084;61.366;89.792;0.4348;0;0;0;0;0;0;10.43;0;0;0;0;0;0;0;0;0
01/07/90 18:00;0;0;90;0;0;0;0;0;0;0;10.08;0;0;0;0;0;0;0;0;0
01/07/90 19:00;0;0;90;0;0;0;0;0;0;0;9.7398;0;0;0;0;0;0;0;0;0
01/07/90 20:00;0;0;90;0;0;0;0;0;0;0;9.3899;0;0;0;0;0;0;0;0;0
01/07/90 21:00;0;0;90;0;0;0;0;0;0;0;9.0401;0;0;0;0;0;0;0;0;0
01/07/90 22:00;0;0;90;0;0;0;0;0;0;0;8.6898;0;0;0;0;0;0;0;0;0
01/07/90 23:00;0;0;90;0;0;0;0;0;0;0;8.3502;0;0;0;0;0;0;0;0;0
01/08/90 00:00;0;0;90;0;0;0;0;0;0;0;8.0101;0;0;0;0;0;0;0;0;0
01/08/90 01:00;0;0;90;0;0;0;0;0;0;0;7.6901;0;0;0;0;0;0;0;0;0
01/08/90 02:00;0;0;90;0;0;0;0;0;0;0;7.3701;0;0;0;0;0;0;0;0;0
01/08/90 03:00;0;0;90;0;0;0;0;0;0;0;6.6298;0;0;0;0;0;0;0;0;0
01/08/90 04:00;0;0;90;0;0;0;0;0;0;0;6.8702;0;0;0;0;0;0;0;0;0
01/08/90 05:00;0;0;90;0;0;0;0;0;0;0;6.9098;0;0;0;0;0;0;0;0;0
01/08/90 06:00;0;0;90;0;0;0;0;0;0;0;6.8702;0;0;0;0;0;0;0;0;0
01/08/90 07:00;2.8398;-59.176;39.865;3.3059;60;-90;-60;1.3006;0;1.3006;6.92;-0.048;0;-0.1131;0.065;0;0;0;0;0
01/08/90 08:00;10.179;-51.717;40.759;12.884;60;-90;-60;62.298;2.5999;64.898;7.78;67.739;11.143;53.35;3.2449;65.02;65.02;10.965;50.81;3.2449
01/08/90 09:00;18.741;-40.396;46.201;27.633;60;-90;-60;73.903;0.0011;73.904;8.2598;55.293;0.0024;51.595;3.6952;52.836;52.836;0.0023;49.139;3.6952
01/08/90 10:00;25.363;-27.197;53.486;46.046;43.954;-90;-43.954;45.097;0;45.097;8.2901;36.737;0;35.474;1.2632;35.048;35.048;0;33.785;1.2632
01/08/90 11:00;29.381;-12.199;58.397;69.429;20.571;-90;-20.571;40.697;0.0104;40.707;8.2701;38.38;0.0111;38.11;0.2596;36.565;36.565;0.0106;36.295;0.2596
01/08/90 12:00;30.255;3.8026;59.53;83.514;6.4864;90;6.4864;62.199;0;62.199;8.3702;61.488;0;61.448;0.0398;58.563;58.563;0;58.523;0.0398
01/08/90 13:00;27.848;19.476;56.47;57.745;32.255;90;32.255;236;138.9;374.9;9.7701;412.1;164.25;242.06;5.7854;393.92;393.92;157.59;230.54;5.7854
01/08/90 14:00;22.518;33.675;50.241;36.785;53.215;90;53.215;163.1;70.809;233.91;10.3;289.31;118.25;161.68;9.3838;278.28;278.28;114.91;153.98;9.3838
01/08/90 15:00;14.899;45.963;43.096;20.31;60;90;60;107.2;140.9;248.1;10.76;565.3;400.14;152.75;12.405;550.63;550.63;392.75;145.48;12.405
01/08/90 16:00;5.6319;56.503;39.845;6.744;60;90;60;27.302;50.894;78.196;10.52;475.36;398.17;73.276;3.9098;465.85;465.85;392.15;69.788;3.9098
01/08/90 17:00;0.3728;61.405;89.627;0.7788;0;0;0;0;0;0;9.9699;0;0;0;0;0;0;0;0;0
01/08/90 18:00;0;0;90;0;0;0;0;0;0;0;9.43;0;0;0;0;0;0;0;0;0
01/08/90 19:00;0;0;90;0;0;0;0;0;0;0;8.8901;0;0;0;0;0;0;0;0;0
01/08/90 20:00;0;0;90;0;0;0;0;0;0;0;8.3399;0;0;0;0;0;0;0;0;0
01/08/90 21:00;0;0;90;0;0;0;0;0;0;0;7.8;0;0;0;0;0;0;0;0;0
01/08/90 22:00;0;0;90;0;0;0;0;0;0;0;7.2601;0;0;0;0;0;0;0;0;0
01/08/90 23:00;0;0;90;0;0;0;0;0;0;0;6.7202;0;0;0;0;0;0;0;0;0
01/09/90 00:00;0;0;90;0;0;0;0;0;0;0;6.1202;0;0;0;0;0;0;0;0;0
01/09/90 01:00;0;0;90;0;0;0;0;0;0;0;5.5002;0;0;0;0;0;0;0;0;0
01/09/90 02:00;0;0;90;0;0;0;0;0;0;0;4.8801;0;0;0;0;0;0;0;0;0
01/09/90 03:00;0;0;90;0;0;0;0;0;0;0;4.5601;0;0;0;0;0;0;0;0;0
01/09/90 04:00;0;0;90;0;0;0;0;0;0;0;4.2298;0;0;0;0;0;0;0;0;0
01/09/90 05:00;0;0;90;0;0;0;0;0;0;0;4.0099;0;0;0;0;0;0;0;0;0
01/09/90 06:00;0;0;90;0;0;0;0;0;0;0;3.7901;0;0;0;0;0;0;0;0;0
01/09/90 07:00;2.6969;-59.505;39.742;3.1291;60;-90;-60;4.1943;0;4.1943;3.88;0.5204;0;0.3107;0.2097;0;0;0;0;0
01/09/90 08:00;10.222;-51.888;40.597;12.908;60;-90;-60;80.304;51.199;131.5;5.6502;349.85;219.07;124.2;6.5751;340.46;340.46;215.6;118.29;6.5751
